sample0,sample1,sample2,sample3,sample4
Cc1ccc(C(C#N)NC(=O)c2ccccc2C)s1,CC(C)N(CCC#N)C1CCN(S(=O)(=O)N(C)C)CC1,COc1ccc(Nc2nc3cc(C#N)ccc3[nH]2)cc1,Cc1ccc(=O)n(CC(=O)n2c3c(c4c2CCCC4)CCCC3)n1,CCCOc1cccc(CS(=O)(=O)Nc2ccc(C#N)cc2)c1
CC(C)CC(=CC(=O)O)c1cc(N2CCOCC2)n(C)n1,CC(=O)c1onc(C)c1NC(=O)c1ccc(C)cc1Cl,Cc1ccc2c(NC(=O)Nc3cc(C)nn3C)noc2n1,Cn1cnc(OC(=O)Nc2cc(Cl)ccc2Cl)n1,CCc1cc(C(=O)NCc2ccc3c(c2)COCO3)cc(=O)[nH]1
CCC(OC(C)(C)C)C(=O)NCC(=O)Nc1ccccc1O,O=C(OC1CC(=O)N(c2cccc(F)c2)C1)c1csnn1,CCc1noc(C(=O)N2CCCC(c3noc(C(F)(F)F)n3)C2)n1,COC(=O)N1CCC2C(CCCN2C(=O)NCCC(N)=O)C1,CCn1c(=O)n(CNc2ccccc2C#N)c2cccnc21
NC(=O)c1c(NC(=O)NCC(=O)NC2CCCCC2)sc2c1CCC2,CCCN(Cc1nncn1C)C(=O)c1cnn2ccccc12,CC(C)COC(=O)N1CCN(Cc2cc3cc(Cl)ccc3o2)CC1,CC(C)c1nnc(C(=O)Oc2cccc(F)c2)s1,O=C(NS(=O)(=O)NCCc1ccccc1)c1ccc2c(c1)OCO2
CC(=O)Nc1cccc(C(=O)CNC(=O)c2cccc(Cl)c2)c1,O=C(CCCC(=O)N1CCN(CC(F)(F)F)CC1)NCCCc1ccccc1,CCCNC(=O)CCC1c2ncccc2C(=O)N1c1ccc(F)c(F)c1,Cc1ccc2c(N(C)COCc3ccccc3)cc(=O)oc2c1C,CS(=O)(=O)NCC(O)c1scnc1C1CC1
Cc1cccc(N2Cc3cnn(C(=O)c4cc(F)cc(F)c4)c3C2)n1,O=C(CN1CCN(C(=O)c2cccc(F)c2)CC1)c1nnc2ccccn12,COc1ccc(NC(=O)N2CCCC3(C2)OCCO3)cc1,COC(C)C(=O)C1CCN(C(=O)Nc2ccc3c(c2)OCO3)CC1,COCCN1C(=O)CC2C1CCN2C(=O)c1cc[nH]n1
CCN1CC(C(=O)N2CCOC3CCCC32)CC1=O,CCN(c1c(C)nn(S(N)(=O)=O)c1C)C1CCCCC1O,COCCNC(=O)c1nc(-n2cccc2)c2c(C)cc(C)nc2n1,CC=CCCNC(=O)N1CCN(Cc2onc3ccccc23)CC1,CCOc1cccc(-c2cc(-c3ccccc3)n[nH]2)c1
CCOc1nc2cc(Cl)ccc2n1-c1coc(C)n1,CC(=O)c1ccc(NC(=O)CCCC(=O)Nc2ccc(C)cc2)cc1,CC1CCC(NC(=O)c2ccc(CC(=O)NCC#N)cc2)CC1,COC(=O)c1cc(C)ccc1NCC(=O)N1CCN(S(C)(=O)=O)CC1,CC(C)CNC(=O)C(C)S(=O)(=O)c1cccc(C(=O)NC2CCCC2)c1
CCC(C#N)c1noc(CNC2=NS(=O)(=O)c3ccccc32)n1,COc1c(C(=O)NCCCn2cccn2)sc(C)c1Br,Cc1cccc2ncnc(Sc3cc(OCC(C)C)c(Cl)cc3F)c12,N#CC1COCCN1C(=O)CNC(=O)c1ccoc1,Cc1cccc(NC(=O)c2ccc(CNC(N)=O)cc2)c1
Cc1cccc(-c2cn3c(C)ccc(N)c3n2)c1,CCCNC(=O)CC(C#N)c1ccccc1C,COc1ccc(F)cc1CCC(=O)Nc1cn(C)cn1,CCc1nc(C)c(NC(=O)c2cc(N(C)C(=O)C(C)C)cn2C)s1,Cc1cccnc1NC(=O)c1ccc(OC(F)(F)Cl)cc1
O=C(Cc1ccc(F)cc1)Nc1cnn(-c2ccc(Cl)cc2)c1,CC(NC1CCN(C(=O)c2nc3ccccc3s2)CC1)C(=O)N1CCOCC1,O=C1CN(c2nc3cc(F)ccc3s2)CCN1,Cc1nn(C)cc1SCC(=O)Nc1cnc2c(c1)c(C)nn2C,Cc1nnc(NC#N)c2c1nnn2CC(F)(F)F
CSc1ccc(C(=O)NCCc2cccs2)cc1Cl,COc1cccc(OC)c1N(C)C(C)C(=O)N1CCOCC1,O=C(NCc1ccc(N2CCNC2=O)cc1)N1CCCCCC1,CCC1CCC(C(=O)N2CC(C)C(C)(O)C2)CC1,C#CCOc1cc(CC)ccc1N1C(=O)CCS1(=O)=O
COC(=O)c1cc(C)ccc1NC(=O)C1CCN(C(=O)c2ccncc2)C1,NC(=O)Cc1ccccc1OC(=O)c1ccco1,CCC(CC)Sc1cc(CC(=O)N(C)C2CC2)ccn1,Oc1ccc2nc(CSCc3cccc(C(F)(F)F)c3)[nH]c2c1,Cc1cc(NC(=O)CN2CCc3cc(F)ccc3C2)n(CCO)n1
Cc1csc(CCC(=O)NCc2ccc(=O)[nH]c2)n1,O=C(N1CCN(Cc2nnc(-c3cccs3)o2)CC1)N1CCCC(O)C1,O=C(CCNC(=O)c1cc(C2CCCO2)on1)Nc1cnn(C2CCCC2)c1,COc1ccc(NC(=O)N(C)c2ccccc2C)cc1OC,CCC(=O)Nc1ccc(Cn2c(Oc3ccccc3)nc(C)cc2=O)cc1
CCCc1noc2ncnc(N(C)Cc3nnc(C)[nH]3)c12,Cc1cccc(Sc2nnc(NCc3cc(=O)c(C4CC4)co3)s2)c1,CCCC1CCCN(C(=O)N2CCCC2c2noc(C(C)C)n2)C1,CC(C)Cc1nc2ccc(Nc3ccncn3)cc2o1,COCn1cc(NC(=O)NCc2ccc(C)o2)ccc1=O
Cc1nn(-c2c(Cl)cccc2Cl)c(=N)s1,COC(=O)C(N)(c1ccc2cc(OC)ccc2n1)C(F)(F)F,O=C(NN1CCCCCC1=O)c1ccc(-c2ccncc2)[nH]c1=O,CC(=O)Nc1ccc(S(=O)(=O)N(C)CC2CCCO2)cc1,CCNC(=O)c1cccc(OC(=O)CC2COCCN2C)c1
Cc1cc(C(=O)OCC(C)C)nc(N2CC(O)C(O)C2)n1,CC1(C)Oc2cc(S(=O)(=O)N3CCC4CCCCC4C3)ccc2NC1=O,CC(NS(=O)(=O)c1ccccn1)C(=O)Nc1cccc(Cl)c1,CC1CCCN(S(=O)(=O)c2ccc(Cl)cc2C(F)(F)F)C1,O=C(c1ccncc1)c1cc(-c2cccnc2)nn1CCO
CCc1nnc2c(SCc3cccc(OC)c3)cccn12,COc1cnc(-c2ncc(C(C)(C)C)s2)cn1,CCS(=O)(=O)NCc1ccc(S(=O)(=O)N(C)C)cc1,N#Cc1c(Cl)cccc1NCC(=O)NCc1cccs1,O=C(c1ccc2nc(N3CCCC3=O)sc2c1)N1CCC1
C=CCCCNC(=O)Cn1c(=O)oc2cc(CCO)ccc21,NC(=O)c1cccc(CC(=O)NC2CCN(C3CC3)C2=O)c1,C#CCNc1ccc(O)c(C(=O)Nc2cnccc2C)c1,CC(C)Cc1nc(Cn2cc(-c3cccnc3)nn2)cs1,CCS(=O)(=O)NCC(C)(O)c1ccc(F)cc1
CCn1c(CN(C2CC2)C2CCCO2)nc2ccccc2c1=O,c1cnc(-n2ncc3c(Nc4cccnc4)ncnc32)nc1,COCCCNC(=O)c1cccc(S(=O)(=O)C(F)F)c1,CCS(=O)(=O)c1cc(C)n(-c2ccc(C)cc2)n1,COc1ccc(CN2C(=O)NC(N3CCCCC3)C2=O)cc1
CCn1c(C(=O)NCC(C)(O)c2cccs2)cc2ccccc21,O=C(NCc1cccc2c(Cl)cccc12)c1cc(Cl)cc2cccnc12,CCNC(=O)C(NC(=O)CCc1cccs1)C(C)C,COc1ccc(OCC(=O)N2CCN(c3cccnn3)CC2)cc1,COC(=O)c1cccnc1NC(=O)CC(C)C
Nc1cncc(C(=O)Nc2ccc3c(c2)OCCO3)c1,NC(=O)COC(=O)C1CC(=O)N(CCCNc2cc(F)c(F)cc2F)C1,CCC(C)C(=O)Cn1nc2c(C)cc3cc(OC)ccc3n2c1=O,COc1cccc(CNn2nnc3ccccc32)c1OC,CCCCOC(=O)CCC(=O)Nc1cc(F)c(F)c(F)c1
Cn1cc(CCC(=O)Nc2nnc(-n3cccn3)o2)ccc1=O,Cc1cc(C(=O)Oc2c(C)nn(C(=O)C(C)C)c2C)c(F)cc1F,CC(C)(C)c1nc(C(=O)N2CCC3(CC2)CNC(=O)C3)cs1,CCN(C(=O)c1ccc(Cl)cc1)C1CCC(=O)NC1c1ccccc1,CCc1nc2cc(C(=O)NCCn3cccc3)ccc2[nH]1
Cc1ccc(OCc2noc(C(=O)N3CC(C)CC(C)C3)n2)cc1,CCC(=O)NC(=O)N1C2CCC1CN(C(=O)OC(C)(C)C)C2,CC(=O)NCC(c1ccc(Br)cc1)N(C)C,CC(C)C(C)NC(=O)c1ncnc2sc3c(c12)CCNC3,N#Cc1cccc(OCC2COCCN2c2ncccn2)c1
C=CCOC(=O)c1cc(-c2cc3cccc4c3n(c2=O)CCC4)on1,Cc1oc(N2CC3CC(C2)C2CCCC(=O)N2C3)cc1C1Cc2ccccc2C1,COc1cccc(F)c1N1CCC2(CCCN2C(=O)NCC(F)(F)F)CC1,O=C(CCc1nc(-c2ccc(F)cc2)no1)Nc1ncccc1F,Cc1ccc(-c2nn(C)cc2NCCCS(N)(=O)=O)cc1
COC(C)C(=O)Oc1cc2c(cc1N(C)C)C(C(=O)c1ccco1)NCC2,CCN(Cc1cc(F)ccc1Br)C(=O)C(C)N(C)CC(=O)NC,O=S(=O)(CNc1ccc2c(c1)OCO2)c1ncnc2[nH]ccc12,CC(C)(O)C(=O)NCCNC(=O)C(C)(C)c1ccc2c(c1)OCCO2,CC(C)CN1CCC(NC(=O)c2ccc(-c3ncn(C)n3)cc2)C1=O
CCC(C)(C)NCC(O)c1ccc(F)cc1Br,Cc1cc(NC(=O)N2CCn3c(nn(C)c3=O)C2)nc(C(C)C)n1,Cc1ccc(C)c2c(C)c(NC(=O)c3cnc4ccccn4c3=O)oc12,CC(C)CNC(=O)c1nnc(NCc2ccccc2)s1,CC1CCCC(C)N1C(=O)COc1ncc(Br)cn1
Cc1cc(C)nc(Nc2ccc3oc(=O)ccc3c2)n1,COc1ccc(CCNC(=O)c2ccc(-c3cc(C)cc(F)c3)o2)nn1,CC(=O)Nc1cccc(CC(=O)N2CCn3c(C)nnc3C2)c1,CCOCCN(C)C(=O)c1cc(Br)ccc1C,CC1(C(=O)NCCCS(=O)(=O)c2ccccc2)Cc2ccccc2C1
Cc1nn(C)cc1C(=O)NCc1cc(-n2ccnc2)ccc1Br,CN(Cc1ccc(-c2cnccn2)cc1)C(=O)NC1CC1,CNC(=O)COc1ccc(-n2cncn2)cc1,CCn1nc(C)cc1C1CN(C(=O)C2CCCO2)C1,CC(Oc1ccccc1)C(=O)NCC12CCCC1CN(c1ncccc1F)C2
CC(=O)c1cccc(OCCCNC(=O)c2ccccc2N)c1,COc1cccc(Nc2nc(N)nc(Cc3cccc(F)c3)n2)c1,CN(C)c1cc(Nc2ccccc2C(=O)N2CCCCC2)ccc1F,O=C(CCCN1CCC2(CC(=O)N(C(=O)c3ccc(O)cc3)C2)C1)c1ccoc1,Cc1ccc(CCNC(=O)N2CCC(C(N)=O)C2)s1
Cc1nn(C)cc1CN1CCN(c2cccc(OC(F)F)n2)CC1,CCCCCS(=O)(=O)c1cnn(Cc2ccccc2)c1,CCCOCC(=O)Nc1cccc(C(=O)NC)c1,NC(=O)C(CNc1cccc(Cl)c1O)Cc1ccc2c(c1)NC(=O)CO2,COC(=O)C(c1ccco1)N1CCN(C(=O)c2cccc(OC)c2)CC1
Cc1noc(C)c1NC(=O)Nc1ccc(Sc2nncs2)cc1,COc1ccc(-c2ccnc(N)n2)cc1Cl,CNC(=O)Nc1ccc(C(=O)Nc2cccc(Cl)c2C)cc1,NC(=O)CCCC(=O)CN1CCCN(c2ccccn2)CC1,Cc1c(C(=O)NCCNC(=O)Cc2cn(C)c3ccccc23)cnn1-c1ccccc1
Cc1cc(NC(=O)CCn2cnc3scc(-c4ccccc4)c3c2=O)no1,COc1cccc(C(=O)NC2CCN(c3cccc(Cl)c3)C2=O)c1,Fc1ccccc1C1=Nn2c(Cc3nccs3)nnc2SC1,CC(=O)NCCN(C(N)=O)C(=O)c1cccc(Cl)c1,CCN(Cc1ccc(C(=O)OC)cc1)C(=O)c1csc(N2Cc3ccccc3C2)n1
Cc1nnc(N2CCOC3CC(CCNC(=O)c4cc(Cl)c5c(c4)OCO5)CC32)n1C,O=C(Nc1ccc2c(c1)OC1(CCCC1)O2)C1CC(=O)N(CSc2ccccn2)C1,Cc1cccc(OC(=O)C(NS(=O)(=O)c2ccccc2)C(C)C)c1C,CC(C)c1nnc(CC(=O)Nc2cc3c4c(c2)CCC(=O)N4CCC3)s1,CCc1nn2c(=O)cc(CSc3ccccn3)nc2s1
COc1ccc(COCC(=O)N2CCC(F)CC2)cc1OC,Cc1nc(C(N)=O)ccc1NC(=O)c1cc2c(s1)CCCCC2,CN(CCC#N)C(N)c1ccc(Cl)c(Cl)c1,O=C(NCCc1cn2ccccc2n1)c1ccnc(F)c1,CC(SC1CCCCC1C)C(=O)NCC1COc2ccccc2O1
CSN(Cc1ccco1)C(=O)Nc1ccccc1N,COc1ccc2cc(C(=O)Nc3ccccc3C(N)=O)c(C)nc2c1,COCC1(C(=O)Nc2c(C)c3ccc(OC)cc3oc2=O)CCOC1,Cc1noc(C2CC(O)CN2C(=O)NCC(C)C)n1,COc1cc(C)cc(S(=O)(=O)c2ccc(N)cc2)c1OC
Cc1cc(C(=O)NC2CCN(OCC(F)(F)F)CC2)n(C)n1,Cc1ccc(COC(=O)n2cnc3sccc3c2=O)o1,Cc1csc(=O)n1C(=O)NCCNC(=O)C1CC1,Cc1cc(C(=O)Nc2nnc(N3CCOCC3)s2)on1,CC(C)N(CC(=O)NCCS(N)(=O)=O)c1ccccc1
COCC(=O)N1CCN(C(=O)NCCC(C)C)CC1,CC(C(=O)Nc1cccs1)N1CCN(c2cncnc2)CC1,CC(C)CNS(=O)(=O)NC(C)C,COCCc1noc(-c2csc3c2CCCCC3)n1,CCc1ccc(C(C)=O)cc1Nc1ccc(NC(=O)Cc2ccccc2)cc1
CN(C)c1cccc(-c2cc(-c3ccccc3F)no2)c1,COCCNC(=O)C(C)NS(=O)(=O)c1ccc(Cl)cc1,NC(=O)c1ccc(OC(=O)C2CC3CCC2C3)cn1,Cc1cnn(C2CCCN(c3nc(=O)n(C4CC4)cc3F)C2)c1,COc1cc(=O)[nH]c(CSc2nnc(-c3ccc(F)cc3F)n2N)n1
CCc1ccc(Cc2nnc(Nc3nc(C)cc(C)n3)s2)cc1,Cc1cc(CN2CCN(C(=O)CN(C)C)CC2)c(C)s1,COc1cc(CNC(=O)c2ccc(N)cc2N)on1,Cc1ccc(OCC(=O)NC(=O)C2CN(C)CCO2)cc1,Cc1cc(C)c2c3ccccc3n(CNC(=O)Nc3nnc(C)s3)c2n1
Cc1ccccc1C(=O)NCN1CCN(C(=O)NC(C)C)CC1,COc1ncncc1C(=O)N1CCN(CCCc2nc3ccccc3[nH]2)CC1,COc1ccc(C(C)Oc2ccc(C(N)=O)cc2OC)cc1F,CCSc1ccc(OC(C)c2cc(=O)c3ccc(C)c(C)c3[nH]2)cc1,COc1ccc(Sc2nc3c([nH]2)CCCNC3=O)cc1OC
CCc1nc(N2CCCC2(C)CC(F)(F)F)no1,Cc1cnc(OCc2ccc(-c3nc(C)cs3)s2)c(Cl)c1,CC(=O)NCCS(=O)(=O)c1cccc(C(=O)NC(C)=O)c1,CC(=O)c1c(C)[nH]c(C(=O)Nc2cc(-c3ccc(Cl)cc3)ncn2)c1C(N)=O,Cc1noc(C)c1CNC(=O)c1ccc(Nc2ncccn2)cc1
OCCSc1nnc2n1CCN(Cc1ccc3nonc3c1)CC2,CCCC(=O)NC(=O)c1ccccc1OCC(C)C,CN(C)S(=O)(=O)N1CCOC(C(=O)Cc2sccc2Cl)C1,CCc1sc(C(=O)NCCSc2nncn2C)cc1C,CCOc1nc(CNC(=O)c2ccc(Cc3ccco3)cc2)cs1
O=C(Nc1cccc(S(=O)(=O)NCC(F)(F)F)c1)c1ccco1,CC(C)CC(=O)c1cc(N)ccc1Br,COc1ccc(C(=O)Cn2cccc(N)c2=O)cc1,Cc1ccc(C)c(S(=O)(=O)NCc2ccc(Cn3ccnc3)cc2)c1,O=C(Nc1cn[nH]c1)Nc1ccc(Cl)c(C(F)(F)F)c1
Cn1cc(CN2CCN(C(=O)c3ccccc3)CC2)c2cccnc21,COc1ccc(C(C#N)C(=O)n2nc(C)cc2OC)cc1OC,Cn1ccnc1C(=O)CNc1nc2c(n1C(C)(C)C)CCCC2,CC(C)N(Cc1noc(C(=O)N2CCCC2)n1)C(=O)C1CCCO1,CC(NC(=O)c1ccccc1Sc1nncn1C)C1CC1
CC(=O)N(C)CC(=O)Oc1ccc(C#N)c(F)c1,CC1CCC(n2ncc3cc(Br)cnc32)CC1,C=CCNc1ccc(C)cc1S(=O)(=O)CC(F)(F)F,CCCCc1nnc(-n2c3ccccc3c(=O)c3ccccc32)n1N,CCC(CC)NC(=O)CCNc1cc(F)ccc1Cl
CC(C)C1NCCc2cccc(Oc3ccccc3F)c21,O=C(NCCC(=O)C1CCCC1)c1cc2cccc3c2n1CCS3,COC(=O)CCC(=O)NN1CCN(C(=O)CC(F)(F)F)CC1,O=C(NCC(=O)Oc1ccccc1F)Nc1ccccc1,CCC1N(S(=O)(=O)c2sccc2C)CCCC12CCC(=O)N2C
CCN1CCN(C(=O)NCc2c[nH]c3ccccc3c2=O)CC1,CN(C)C(C(=O)NCCc1ncc(CC2CCCO2)s1)c1ccccc1,CCc1ccc(NC(=O)c2onc(Cc3cccs3)c2N)cc1,Cc1csc(=O)n1CCC(=O)OCC1CC(=O)N(CCC#N)C1,N#CCC1CCC2(CC1)CCN(c1c(Cl)cc(Br)cc1Cl)CC2
COCCn1c(Cn2cccn2)nc2cc(CCO)ccc21,COc1cc(Nc2ncnc3c2cnn3N(C)C)ccc1C(C)=O,CCOCc1nnnn1CNC(=O)c1[nH]c2ccccc2c1Cl,CC(C)OCCNC(=O)Nc1c(-c2ccc(F)cc2)ncn1C,Cc1nn2cc(CC3CCCCN3C(=O)NC(C)C)nc2s1
CC(C)(C)NC(=O)NC1CCC2CCC(C(=O)C3CCCO3)N2C1=O,Nc1nc(C(=O)NCCc2cccc(C(F)(F)F)c2)cs1,Cc1ccc(NC(=O)c2nc(CCNCc3ccccn3)no2)cc1,Cc1cnn(CCC(=O)NC(=O)c2ccc3c4c(cccc24)CC3)c1,Cc1ccc(NC(=O)CC(O)C(C)C)cc1
COc1ccccc1OC(=O)C(Cc1ccccc1F)OC,CC(C)(C)NC(=O)COC(=O)Nc1ccc(F)cc1,CN(Cc1cccn1C)c1nccs1,CC(=O)Nc1cccc(NC(=O)c2ccco2)c1C,COC(=O)c1cnc(NC(C(N)=O)C(C)C)nc1C
CC(C)CN(C)C(=O)CN1CCOCC12CCC2,COC(=O)C(C)CNC(=O)Nc1cnn(-c2ccccc2)c1C,Cc1cc(C(=O)N(C)Cc2nncn2C(C)C)c(C)cc1Br,CC(=O)c1sc(Cc2c(C)noc2C)nc1C,CNC(=O)CSc1nc(-c2ccccc2)n(-c2ccccc2C)n1
CNC(=O)c1nnc(NC(=O)c2cc(C)on2)o1,CCOc1cccc(Cl)c1C(=O)N(C)CC(O)c1cnn(C)c1,CC(C)c1cc(C(=O)N2CCN(Cn3cnnn3)CC2)no1,O=CCn1c(-c2cccnc2)cnc1SC(F)F,COc1cccc(C(=O)Nc2nnc(N(C)C)n2N)c1
CCSCCCNC(=O)Nc1ccccc1CC(C)C,Cc1ccnc(NC(=O)C(C)Nc2ccc(C)c(C)c2)c1,Cc1c(O)c(=O)ccn1C(=O)Nc1cccs1,O=C(CSc1ccc(F)cc1Cl)NCCc1ccc(F)cc1,C#CCN1C(=O)C2CCC1CN(Cc1c(Cl)ccc(Cl)c1Cl)C2
CC(C)(C)OC(=O)N1CCCC(C(=O)Nc2ccc(O)cc2)C1,Cc1ccc(NC(=O)CN2CCCN(C(=O)C(C)n3ccnc3)c3ccccc32)cc1,CCC1CCCN(C(=O)C2CCN(C(=O)n3cnnn3)CC2)C1,Cc1ccc(CN(C)c2ccc(F)c(N)c2)cc1C#N,Cn1nc(-c2ccccc2)cc1CCC(=O)NCC1CC1
CCNC(=O)Cn1ccc2c(=O)n(CC)c(=O)n(CCOC)c21,COC(=O)c1ccc(-c2c(N)n(C)c(=O)n(C)c2=O)cc1,Cc1cc(S(=O)(=O)N2CCN(C(C)C)CC2)c(C)s1,CCC(=O)Nc1ccccc1-c1c[nH]nc1N,CCC(OC(=O)c1cnccc1C)c1nnc(C#N)o1
COCC1CCN(NC(=O)N2CCC(C(C)C)CC2)C1,COc1ccc(C(=O)NC(C)Cn2cccn2)cc1OC(F)F,CCc1nc(CNC(=O)c2cc(-c3ccccc3)on2)n[nH]1,O=C(NCCCOCc1cccnc1)c1ccc(F)nc1,CCOC(=O)c1cnc(NCC2CC2)c2c(C)n[nH]c12
CCc1nc2n(n1)CCCC2NC(=O)NCc1ccc(C)cc1,CSc1ccc(NC(=O)C2CC(=O)N(c3ccc4c(c3)OC(C)C4)C2)cc1F,CCN(Cc1ccccc1)C(=O)c1ccc(OC(F)(F)F)cc1,Cc1ccc(Cl)cc1NC(=O)CC1CCC(C(N)C(F)(F)F)CC1,Cc1ccc(CNC(=O)N2CCOCC2c2cnccn2)o1
COc1ccc(NC(=O)c2cc3occc3n2-c2nnc(C)s2)cc1,CCNC(=O)c1ccc(-c2nc(C(C)(C)C)n[nH]2)[nH]1,CCN(Cc1ccc(Cl)c(Cl)c1)C1CCN(C)C1=O,COCCCC(=O)N1CCC(C(=O)NC(C)COC)CC1,Cc1nn(C)c(C)c1CN1CCC(c2ccnc(N)n2)CC1
Cc1c(Cl)cccc1NC(=O)NCCN1CCOC(C)(C)C1,COn1nnc2c(NCCNC(=O)c3ccco3)ncnc21,CC(C)NC(=O)CC(NCC(=O)N1CCOCC1)c1ccccc1,CC(C)(C)n1c(NC(=O)c2ccccc2)nc2ccc(F)cc21,CC(C)OC(=O)CCNC(=O)C1CC(=O)c2sc(NC(N)=O)nc2C1
COc1cc(NC(=O)C2COc3ccc(F)cc3C2)ccc1C,O=C(Nc1nc2ccccc2nc1NCC1CCOC1)C1CC1,CNCc1nc(C)c(C(=O)Sc2ccc(Cl)cc2Cl)s1,NC(=O)c1cccc(S(=O)(=O)Nc2ccc3c(c2)OCCO3)c1,O=C(NCc1cccs1)C1CC(=O)N(c2ccc(F)cc2)C1
CC(c1nc(-c2ccccc2F)no1)n1nncc1CC#N,Cc1cnn(CC(=O)Nc2ccc(C(=O)NC(C)C)cc2)c1,O=C(NCCc1ccc(F)cc1)c1c(F)c(F)cc(F)c1F,CC(=O)c1cnc(Cn2cc(N3CCN(c4ncc[nH]4)CC3)nn2)s1,CC(CNC(=O)c1ccc(OC(F)(F)F)cc1)Nc1ccccc1
Cc1ccc(C(=O)N(C)c2ccccc2Cl)cc1N,COCn1ncc(-c2ccc(F)cc2)c1N,COc1ccnc(-c2ccc(C(=O)Nc3cnc4n3CCCC4)cc2)c1,O=C(CSC1CCCC(C(O)(C(F)(F)F)C(F)(F)F)C1)N1CCOCC1,COc1ccc(NC(=O)N2c3ccccc3CC2C)cc1Cl
Cc1ccc(NC(=O)Cc2ccc3c(c2)OCCO3)c(C)c1C,Cn1ccc(NC(=O)c2cccc(N3CCCCC3=O)c2)n1,N#CCCNC(=O)CCC(=O)C1(c2ccco2)CCCC1,COc1cccc(S(=O)(=O)N(C)CC(=O)Nc2ccc(C)cc2)c1,O=S(=O)(Nc1cccc(F)c1)C1CCN(c2cnccn2)CC1
CNC(=O)C(C#N)CN1CCN(c2ccc(C)cc2)CC1,Cn1c(Cc2ccc3c(c2)CCC(=O)N3)nc2cc(Br)ccc21,NC(=O)c1cccc(S(=O)(=O)OCCC(=O)c2ccccn2)c1,O=C(Cn1nccn1)NC1CCOC1c1ccc(-n2cnnn2)c(Cl)c1,CCN1CC(F)C(NC(=O)Oc2nc(-c3ccccn3)n(C)n2)C1
CCc1noc(CC)c1CC(=O)NCc1ccc2c(c1)OCCO2,CC1OCCN(C(=O)COc2ccc(Cl)c(Cl)c2)C1C,CCC(=O)Sc1nnc(CN2CCOC(C(C)=O)C2)s1,Cn1cc(C(=O)Nc2cc(Nc3ccccc3)ncn2)cn1,CCCC(NC(=O)c1ccc(O)cc1)C(=O)Nc1ccc(F)cc1
Cc1cc(C)c(Nc2ncnc3c2c(C)nn3C)c(C)c1,O=C(NCC1(c2ccc(F)cc2F)CCCC1)N1CC2C3CCC(O3)C2C1,Cc1nc(CCC(=O)N(C)c2ccc(O)cc2)no1,CCN(CC)C(=O)COC1CN(c2cccc(C)c2)C1,C=C(C)CN1CC=C(C2CCCCCC2O)CC1
CCc1nc(C(=O)N2CCN(CC)CC2)c2c(n1)c(C)nn2CCOC,O=C(c1cc(-c2ccccc2)n[nH]1)C1NCCc2c1ccc(F)c2O,C=CCOc1c2c(nc3cc(-c4cccc(Cl)c4)nn13)CCC2,O=C(COc1c[nH]c2ccc(F)cc2c1=O)NCc1ccccn1,CN(C)C(=O)C(C#N)Cc1ccc(C(F)(F)F)cc1
FC(F)(F)CCNc1ncnc2onc(C3CC3)c12,C=CCNC(=O)CCc1ccc(C(=O)Nc2ccccc2)o1,Cc1ccc(C(=O)N2CC3CN(c4ccsc4)CCOC3C2)cc1,COCC(=O)Nc1cccc(C(=O)N2CCNCC2)c1,N#CC1CCCN1Cc1ccc2c(c1)CCO2
Cc1nc(NC2CC2)sc1S(=O)(=O)Nc1cccs1,Cc1ccc(C(=O)CN(C)C(=O)c2ccc(-c3ccoc3)nn2)cc1,Nc1ccc(-c2nnc(NN3CCNCc4ccccc43)s2)cc1,Cc1nn(C)cc1CN(C(=O)C1CCC(=O)N1)c1ccncc1,COC(=O)Cn1c(=O)[nH]c2cc(C(=O)NC3CC3)ccc21
Nc1cc(C=Cc2ccc3c(c2)C(=O)c2ccccc2-3)ccc1F,Cc1ccc(NC(=O)N2CCN(C)CC2)cc1C(=O)CC#N,Cn1cc(C(=O)NCc2cnccn2)c2cccnc21,CC(=O)N(C(=O)NCc1cc(-c2ccco2)on1)C(C)C,CC=C(C)c1cccc(CNC(=O)c2ccccc2OC)c1
CCC(OC(=O)Cc1cscc1C)C(=O)c1ccc(O)c(OC)c1,CCN(Cc1ccc2ccccc2c1)C(=O)CCC(=O)c1nccn1C,NC(=O)C1CCN(C(=O)NC2CCCCNC2=O)CC1,CN(Cc1ccc(OC(=O)NCCCO)cc1)c1ccccc1,CCOc1cccc2cc(C(=O)Nn3cnc4ccccc43)oc12
COCC(=O)NN1CCN(C(=O)c2cn(C)nc2C(C)C)CC1,CC(=O)Nc1ccc2nc(-n3cnc4ccccc43)oc2c1,CN(OCC(=O)OCc1ccccn1)C(=O)c1cc(Cl)ccn1,CCOC1CCCN(S(=O)(=O)C(C)C(F)(F)F)C1,O=C(CC1CCCO1)Nc1ccc2c(c1)NC(=O)CO2
CC(C)n1ccc(C(=O)N(CC2CCCO2)CC(F)(F)F)n1,C#CCCCn1cnc2sc(-c3nc4ccccc4o3)c(C)c2c1=O,COc1cc(C)c(C2CC(=O)c3cn[nH]c3C2)c(OC)c1,COc1ccc(NC(=O)Oc2cc3ccccc3[nH]2)cc1,CCOC(=O)C1CCCN(C(=O)c2cc[nH]n2)C1
