sample0,sample1,sample2,sample3,sample4
Cc1csc(-c2cc(C(=O)NCc3nc(C4CC4)cs3)cn2C(=O)C(C)(C)C)n1,CCN1C(=O)CC[C@H]2C[NH+](S[C@H](C)c3cnn(CCc4cnn(-c5ccccc5)c4)c3)CC[C@H]21,NS(=O)(=O)C[C@@H]1CCCN(C(=O)C2CC2)C1,O=C([O-])c1cnn(-c2nc([C@H]3COCCO3)no2)c1,CC(C)Nc1cccc(Cl)c1-n1cnnn1
CC(C)Oc1ccc(C(=O)NCCNc2cnccn2)cc1,COc1cccc(C[C@@]2(N)CC[C@@H](NC(=O)c3nc[nH]n3)C2)c1,CCC(CC)N(C)c1ccc([N-]S(=O)(=O)N2CCCC(C)(C)C2)cc1,COc1ccc(C(=O)NN2CC(c3ccc(Cl)cc3)C2)cc1,Cc1oc2nc(NC(=O)c3ccc(S(C)(=O)=O)o3)nc(N3CCOCC3)c2c1C
CCc1cc(=O)n2nc(CCSc3cccc4[nH]ccc34)cc2[nH]1,CON(C)Cc1cnn(C)c1OC(F)F,CS(=O)(=O)CC[C@H]1C[NH2+]CC[C@]12CCC[C@H]([C@H]1CCC[NH2+]C1)C2,COC[C@H](C)Nc1cccc(C(=O)NC2(c3ccc(Cl)cc3)CCCC2)c1,CS[C@@]12CC[C@@](C)(/C(=N/OC(=O)NCCC3CCC3)C1)C2(C)C
COc1ccnc(NC(=O)C[C@H]2C=CCC2)c1,CCN1N[C@@H](C)C(S(=O)(=O)N[C@H]2C[C@H]3C(=O)N[C@H](Cc4ccccc4)C(=O)N3C2)=C1C,CC1(C)CN(C[C@@H]2CC(c3ccco3)=NO2)CCS1,CC(=O)NCC[S@@+]([O-])c1ccccc1-c1ccsc1,COc1ccc(CNC(=O)C=Cc2nc3ccc([N+](=O)[O-])cc3o2)cc1
CCC[NH2+]c1ccc2c(c1)N([C@@H]1CCCN(C)C1)CCC2,CCN[C@@H]1CC[C@@H]([NH3+])C1,CC(C)N1CC[C@@H](NC(=O)n2cc(C#N)c(-c3ncc(-c4ccccc4)s3)n2)C1=O,C[C@@H](NCC/N=C(\O)c1ccco1)c1ccc(F)c(F)c1,CO[C@@H](C)c1nnc(N[C@H](C)C(=O)[C@H]2CCCCC[NH2+]2)o1
Cc1ccc(-n2nc(C[C@@H](O)CO)c3c2CCC3)c(C)c1,Cc1cccc(CNC(=O)c2cnc(C)nc2[C@H](C)c2ccc(Cl)cc2)n1,COc1ccc(Cl)cc1-c1ccc(NC(=O)[NH+]2CCC[C@H]2C)[nH]1,Cc1ccc(S(=O)(=O)N/N=C/[n+]2ccc(Cc3nc(-c4ccc(C#N)cc4)cs3)cc2)cc1,CC(C)[C@H]([NH2+]c1ccc2c(c1)OCO2)c1ccc(Br)c([N+](=O)[O-])c1
Cc1ccc(CNC(=O)C(=O)Nc2nnnn2C)s1,Cc1cnc(Cc2cc(F)cc(Br)c2)nc1,CC(=O)Nc1cc(CC2CCN(C3(c4ccccc4)CCC3)CC2)[nH]n1,CCC([NH3+])(CC)Cc1ccccc1NN1CC[C@@H]1C,CC(C)=Cc1nc(-c2cc(=O)c([O-])co2)cs1
Cc1ccc2c(Cc3cc(Cl)ccc3N3CCN(C(=O)N4C[C@@H](C)C[C@H](C)C4)CC3)c[nH]c2c1,Cc1ccn(C)c(=O)c1NC(=O)N1CCC[C@H](CC[NH+]2CCCC[C@@H]2C)C1,CCCCC[C@@H]1C(=N)NC(=O)N1c1ccccc1,C[C@H]([C@@H]1C[NH+](C)CCN1C)[C@H](C)N1CCN(C(=O)C=Cc2ccc(F)cc2)CC1,Cc1ccc(NC(=O)c2c(F)ccc(N)c2F)c(N2CCn3cnnc3C2)c1
C[C@@H]1CN(C2CCC(C(=O)NC(=O)[C@@H](C)O)CC2)C[C@@H]1C,CCCn1ncc2c([nH]c3ccccc32)c1=O,CC[C@@H]1CCCCN1CNC(=O)CNc1cc(Cl)nc(Cl)c1,O=C(N1CCn2cc[nH+]c2C1)N1CCC[C@H]1CO,CNc1ccc(C(=O)[C@@H](C)[C@@H](C)C(=O)[O-])cc1OC
Cc1cc(-c2cc[nH+]c(N3CCN(Cc4ccco4)CC3)c2)nc2c(C)cccc12,CC[C@@H]1C[NH+]2CCCC[C@@H]2CN1[C@H]1c2ccccc2CCN1C,CC(C)Oc1ccc(NC(=O)[C@H]2CCCC[NH2+]2)cn1,CCc1ncc(NC(=O)[C@@H]2CCC(=O)O2)cn1,Cc1c(C(=O)[C@H](C)SCC[C@H]2COCCO2)oc2ccccc12
Cc1cc(Cc2ccc3c(c2)CCN3C)sc1Br,CCOc1ccc(Cl)c(CNC(=O)Nc2nc3c(C)c(Cl)ccc3s2)n1,COC[C@@H](NC(=O)Nc1ccc(C(=O)c2ccncc2)c(Cl)c1)C(C)C,Cc1csc(=O)n1C[C@@H](C)C=C(Cl)CCN=[N+]=[N-],O=C(C#Cc1cccc(F)c1)Nc1nc(N2C(=O)[C@@H]3CCCC[C@H]3C2=O)cs1
Cc1cc([N-]C(=O)CSc2ccc(Cl)s2)ccc1F,Cc1cc(OCC(=O)N[C@H](C)[C@@H](O)N2CCC[NH+](C)CC2)c2ccccc2n1,CCc1nc2n(n1)CCC[C@@H]2NC(=O)N(C)[C@H](CC)COc1ccc(C)cc1,C[C@H](SC[C@@H]1COc2ccccc21)C(=O)Nc1ccccc1,Cc1cc(N)cc(C)c1C(=O)N(C)N1CC[NH+](C)C[C@@H]1[C@H](C)N(C)C1CCCCC1
C[NH+](CC(=O)Nc1ccc2c(c1)N(c1ccoc1)CC2)c1cccc(Br)c1,Cc1cc2c(cc1C(=O)NC(=O)[O-])OCC(=O)N2,CC[C@H]1CSC(c2cccc(OCC(F)F)c2)=[NH+]1,Cn1nc(C[S@+](C)[O-])cc1NC[C@H]1CCCO[C@H]1[C@H]1CCC[NH2+]C1,COC(=O)C1C[C@@H](C)O[C@H](C)C1
CCO[C@@]1(C(=O)OC)CCN(C2(C(=O)[O-])CCCCC2)C1,C[C@H]1CC(=O)Nc2cc(C(=O)Cc3cn4ccsc4n3)ccc2S1,CCC[NH2+]CCCN(C)[C@@H]1CCCC[C@H]1C,COC[C@@H](C)n1cc(C(=O)c2ccoc2)nn1,CC(=O)N1c2ccc(C(=O)N(C)Cn3cccn3)cc2C[C@@H]1C
C=CCN(C)C(=O)c1ccc(Oc2cccc3cnccc23)c(Br)c1,C[NH+](C)CCn1ccc(OCS)n1,CCC[NH2+]c1nc2ncccc2[nH]1,C[C@H](CNc1ccc(Cl)c(Cl)c1)[C@@H]1CCOC2(CCSCC2)C1,CC(C)N1CC[C@@H](NC(=O)Nc2ccc3c(c2)[C@H]2C=CC[C@H]2[C@H](c2ccc(Br)cc2)N3)C1=O
Cc1ccc(C(=O)Nc2cccc(SCc3ccc(Br)cc3)c2)cc1C(=O)Nc1cnn(C)c1C,Nc1ncnc(Nc2ccc(F)cc2)c1CN1CCC[C@@H]1C(=O)Nc1ccc(Cl)cc1,CNC(=O)CCNc1nc2ccccc2c(=O)n1CCc1ccc(C)c(F)c1,CCN(Cc1ccc(C(=O)c2c(C)cc(C)cc2C)cc1)C1CCCC1,CCCn1cc(-c2nnc([C@H]3CCC[NH2+]C3)o2)cn1
C[C@@H](C(=O)N[C@H]1CCC[C@@H]1O)C(F)(F)F,O=C(CNS(=O)(=O)c1cccs1)N1CCN(c2ncccc2Cl)CC1,COc1cc(OC)c(OC)cc1NC(=O)N(C)[C@H]1CCN(C2CCCC2)C1=O,CC(C)[C@H](Nc1cccc(-n2c(=O)oc3ccc(Cl)cc32)c1)C(=O)NNc1cccnc1,O=[N+]([O-])c1cnc(C2=c3ccccc3=[NH+]C2)nc1-c1cccc2c1O[C@H]([N+](=O)[O-])C2
Cc1ccc2nc(C)c(CC3=NC4=C(C(=O)C[C@H](c5cccc(F)c5F)C4)[C@H]3C)n2c1,CC(C)(C)NC(=O)N1CCC2(CC1)C[C@H](O)CO2,CC(C)(C)Nc1ccc(C#N)cc1,CSC[C@@H]1CCCN1C(=O)[NH+]1CC[C@@]2(CCCN([C@@H]3C[C@H](C)N(c4ccccc4Cl)C3)C2=O)C1,C[C@H](C(=O)N/N=C/N1CCNC1=O)C(=O)c1ccc(N2CCCOC2=O)cc1
CC[C@H](C)[C@H](O)Cc1nnc(-c2ccc(Cl)c(CC(=O)c3cccnc3)c2)nc1[O-],CC(C)NC(=O)c1cccc(C(=O)Nc2ccc(F)cc2N)c1,C[NH+]1CCC[C@@H](C(=O)Nc2ccc(Cn3ccccc3=O)cc2)[C@H]1OC(F)(F)F,CC(C)(C)n1cc(C#N)cc1C1(C(=O)COc2ccc(F)c(F)c2)CCCCC1,Cc1ccc(S(=O)(=O)Oc2ccc([C@H]3CCOC(C)(C)C3)cc2)c(F)c1
CCOC(C)(C)CN1CCN(C(=O)N(C)CCc2cc[nH]n2)CC1,COCc1cccc(OC)c1[C@H]1N[C@H](C)[C@H](CNC(=O)c2ccc3[nH]cnc3c2)S1,C[NH+]1CCC(C(=O)NCC2CCC(C)(C)CC2)CC1,COc1cc(C)ccc1C(=O)OCNc1nc(-c2ccco2)cs1,COC[C@@H](C)NC(=O)[C@H]1Oc2ccccc2NC1=O
CC(=O)c1cccc(C)c1NC(=O)c1ccc(O[C@H](C)Cc2ccco2)cc1,Cc1ccc(OCC(=O)NNC(=O)C(C)(C)C)cc1,Cc1nc(-c2cccc(CSC(=O)CN3C(=O)CC(C)CC3=O)c2)cs1,Cc1ccc([C@@H](C)NC(=O)n2cc(Br)cn2)cc1[N+](=O)[O-],CO[C@@H](CNC(=O)c1cccc(I)c1)c1cn(C)c2ccccc12
Cc1ccccc1O[C@@H](C)C(=O)Nc1ccc(N2CCC[C@@H](C)C2)cc1,Cc1cc(C)c(NCC(=O)N/N=C\c2cccc(C#N)c2)c(C)c1,COc1ccc(NC(=S)NC[C@@H]2CC=CCC2)cc1,Cc1ccc(C(=O)N(CC(N)=O)c2ccc(S(C)(=O)=O)cc2)cn1,COc1cccc(C(=O)C[C@@H]2CSc3nccc(=O)n32)c1
O=C([O-])CS(=O)(=O)N1CCc2ccc(Nc3ccccc3)cc2C1,CCC(=O)C(C)(C)C,CN(C(=O)N1CCC(NC(N)=O)CC1)c1ccc(F)c([N+](=O)[O-])c1,CCOc1scnc1[C@@H]1CCOC1,COC(=O)NCCN1C(=O)c2ccc(C(=O)NCc3ccccc3)cc2C1=O
COC(=O)NCCC(N)=[NH2+],COCc1ccccc1-c1nc(C(=O)NCc2ccc(N(C)C)cc2)c(S(=O)(=O)c2ccccc2)o1,CC(C)[C@@H]1CSC[C@@H](c2cn3ccccc3[nH+]2)[NH2+]1,O=C(COC(=O)c1csc2ncccc2c1=O)N[C@@H]1CC(=O)N(c2ccc3c(c2)OCO3)C1,COc1ccc(OCC(=O)[O-])c(-n2nc(-c3ccc(F)cc3)n(C(F)(F)F)c2=S)c1
CC(C)N(C)C(=O)C1CCN(C[C@@H]2CCCCO2)CC1,COc1ccc(NC(=O)c2ccc(NC(C)(C)c3cc[nH]c(=O)c3)c(C)c2)cc1,COC(=O)[C@H]1CCN(C(=O)NC(=O)C(F)(F)c2ccccn2)c2ccccc21,CCN(C(=O)CN[C@@H]1CCc2ncnn2C1)c1ccccc1,COc1ccc2c(c1C(=O)c1ccc(F)c(-n3c(C)ccc3C)c1)C(=O)N1[C@@H]2SC[C@H]1OC
Cc1cc(NC(=O)N[C@@H]2CCCN2Cc2cccc3nonc23)ncc1-c1ccccn1,CC(C)[NH+]1CCN(CN(C)C(=O)CC(F)(F)F)C[C@H]1c1ccco1,C=CCOc1ccc(C=NNC(=O)Cc2n[nH]c3ccccc23)cc1,O=C(Nc1ccccc1)c1cccc(OCC[NH2+]c2ccnn2-c2ccccc2F)c1,C/C(Cc1ccc2ncsc2c1)=N\NC(=O)[C@H]1C=C(C2CCC2)N=N1
CS(=O)(=O)N[C@@]1([NH3+])CCC[C@H]1C[C@@H](C(=O)[O-])C1CC1,COc1ccc(Cn2cc(C(=O)[C@H](C)CCC(C)C)ccc2=O)cc1,COc1cc(Cn2cc(CN3C(=O)C(=O)N(C)C3=O)cn2)ccn1,COC(=O)c1cccc(N2CCc3ccc(N)cc3C2)c1,CC(C)CNC(=O)Nc1cccc(SCC(=O)C(C)(C)C)c1
CCCS(=O)(=O)SCC1=Cc2ccccc2CC1,C/C=C\C=C/C(=O)N1CCC[C@H](CCc2cc3c(C)ccc(C)c3[nH]c2=O)C1,COCCCN1[C@H](C)CN(C(=O)N[C@H]2CCCSC2)C[C@H]1C,Cn1ncnc1N1CC[NH+](CCC(=O)[O-])CC1,CC(C)c1nc(NC(=O)N[C@@H](C)CCC(C)(C)C)n(C)n1
CCc1cc(S(=O)(=O)CC)n[nH]1,CCN(C)c1cccc(NC(=O)N(C)Cc2sc(C)nc2C)c1,C[C@H]1COc2cc(C(=O)C3CCCC3)nn2C1,Br[C@H]1CCCCC[C@H]1c1cccnc1,CN1C(=O)C(=CNc2ccc(F)cc2F)C(=O)N(C)C1=O
COc1nn(C)cc1C(=O)N1CCC[C@H](c2c[nH]c(C)n2)C1,Cc1ccc(C(=O)Nc2ccc(C)c(C(=O)[O-])c2)cc1,CC(C)Oc1cccc(NC(=O)CN(C)c2cccc3c2OC(C)(C)C3)c1,COc1cccc(C(=O)N[C@H](C(N)=O)[C@H]2CCS(=O)(=O)C2)c1,N#CN(C[NH2+]CCC1CC1)[C@H]1CCC[C@H](c2occc2Br)C1
CCCCCn1c(=O)c2ccccc2n(CC(=O)OC(C)C)c1=O,COC[C@@](O)(c1ccc(-c2ccc(C)cc2)nn1)c1ccccc1C,CC(=O)c1ccc(Nc2cccc3c2CCN(C(=O)CC2CCS(=O)(=O)CC2)C3)cc1,COc1ccccc1Cn1nnc(CCCl)c1C,CN1C[C@@]2(CCCN(Cc3ccc(O)c(O)c3)C2)OC1=O
Cc1cc(F)ccc1[C@H](NC(=O)N(C)Cc1nnc(-c2[nH]c[nH+]c2C)o1)C1CC1,C[NH+](C)CCCOc1cnnc(Cl)c1Cl,Cc1cccc(C)c1Nc1ccc(CCS[C@H]2C=c3ccccc3=[NH+]C2=O)cc1,O=C(Cc1ccc(SC(F)(F)F)cc1)NN1CCC(c2nnc(-c3ccc(O)cc3)o2)CC1,CC[NH2+]C(=O)c1ccc2c(c1)C(=O)N(CCC(C)(C)O)C2=O
C[C@@H]1CC[C@H](C(=O)N2CCC(N(C)C(=O)CCCc3nc4ccccc4s3)CC2)c2ccccc21,COc1ccc(-n2c(N)c(C(=O)N(CCc3c[nH]c4cc(Cl)ccc34)OC)sc2=S)cc1,Cc1ccccc1N1CC[C@H](NS(=O)(=O)C(=O)Nc2ccc(Cl)cc2)C1,COCCNCC#CC[NH2+]c1ccc(F)c(C)c1,CCOc1ccc(C=CC(=O)NC(=O)N/N=C\CC(C)C)cc1C(F)(F)F
Cc1cc2ncn(C(=O)CCN3CCOC4(CCOCC4)C3)c2cc1C,CC[NH2+]c1n[nH]cc1CN1CC[C@@H]([C@]2(OC)CCC[C@@H](C)C2)C1,C[NH+](C)CCNC(=O)C(=O)NC(=O)c1cccc(F)c1F,CCc1ccc(-c2nnc(NCC[C@@H]([NH3+])CN3CCOCC3)n2C)s1,CN(C)C(=O)N1CCC[C@H](C(=O)CCOc2ccccc2)CC1
CCOc1ccc(F)c(NC(=O)N2CC[NH+]([C@@H](CC)C(=O)OC)CC2)c1,COc1ccccc1NC(=O)N(CC(=O)C1CCCC1)C1CCSCC1,COCCn1cc(NCC(=O)Cn2ccccc2=O)ccc1=O,CN[C@@H]1CCC[NH+]1CC(=O)Cc1ccccc1,CC[S@@+]([O-])N1CCC[C@H](C(=O)N(c2ccc(OC)cc2)c2nc(C)cc(C)n2)C1
C[C@]12C[C@@H](O)[C@@H]3[C@H](CCC4=CC(=O)C=C[C@]43C)[C@@H]1CC[C@]2(O)C[NH2+][C@@H]1CCCc2ccc(F)cc21,CNC[C@]1(C(=O)c2ccoc2)CCN(C(C)C)C1,Cc1ccc(C(=O)NN=CCCc2nc3ccccc3o2)cn1,Cn1c(Cn2nnc(C(=O)Nc3ccc(C(F)F)cc3)c2CC(C)(C)C)nc2ccccc21,C[C@H](c1ccnc(N2CCN(N3CCCC3=O)CC2)n1)c1[nH+]ccn1C
CC[C@@H](O)COCc1cc(N2CCOCC2)[nH+]c2ccccc12,CCOC(=O)N(C)c1nc2sc3c(c2c(=O)n1-c1ccc(Br)cc1)CCCC3,Cc1ccc(C(=O)NC[C@](C)(O)c2ccc(N)cc2)cc1-c1nccn1C,CO[C@@H](C[C@H](C)C(=O)[O-])C(=O)Oc1nncn1C,CC[C@](C)(C[NH3+])c1ccc(CN2CCOC[C@@H]2C)c(Cl)c1
C[C@@H]1C[C@@H](C)CN(c2nc(-c3ccncc3)nc3c2CC[NH2+]C3)C1,CCO[C@@H]1C[C@H](NC(=O)c2c(C)c(C)n[nH]c2=O)C1(c1ccc(Cl)c(F)c1)c1nc2cc(C)cc(C)c2s1,Cc1ccc(Nc2ccc(-c3noc(-c4c(F)cccc4F)n3)cc2)cc1,C[C@H]1COCCN1C1=NC(=O)[C@@H](C#N)C2(CCCC2)N1,CC(C)CCC(C)(C)[C@H](C)N(C)C(=O)N[C@@H]1CCC[C@H]1NC1CC1
COCCc1ccc(NCc2cccc3ccccc23)cc1,COc1cc(C)c2c(c1)CC[C@@H]1[C@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,Cc1cc(-n2cc(SN3CCOCC3)nn2)cc([N+](=O)[O-])c1O,N#Cc1cc(C(=O)O[C@@H]2CCOC3(CCCC3)C2)ccc1CS,C[C@@H](NC(=O)N1CC[C@@H]2OCCC[C@@H]2C1)c1ccc(F)cc1
O=C(NC[C@@H]1CC[C@@H](Nc2c(F)c(F)c(F)c(F)c2F)O1)c1ccc(Br)cc1,Cc1cccnc1Sc1cnc(C[C@@H](C)[NH3+])[nH]1,CCCCCCN(c1ccccc1C)S(=O)(=O)N1CCOCC1,C[C@H]([NH3+])[C@H]1Nc2cc(Cl)ccc2C(=O)N1C,CCCNC(=O)Cc1cccc(-c2csc(SS(=O)(=O)C(C)C)n2)c1
O=C(C[C@H]1C=NN=C1N1CCC([NH+]2CCc3sccc3C2)CC1)N[C@H]1CC=CCC1,C[C@@H](CN([NH2+][C@@H]1CCN([C@@H]2CCC[NH+](C)C2)C1)C(=O)C[C@H](O)c1ccccc1)c1ccccc1,CC1(C)CC(=O)C2=C(C1)NC1=NC(N3CCN(N4N=C(c5ccccc5)C[C@@H]4c4ccncc4)CC3)=NC(=O)[C@@H]1[C@H]2c1ccccc1,Cc1nc(C[C@@H](OC2CC2)C(=O)[O-])c2c3c(sc2n1)CCC3,COCCNc1cccc(NC(=S)NC(=O)N2CCN(c3ccccc3)CC2)c1
CCO[C@H](C(=O)C(=O)Nc1ccccc1C(=O)C1CC1)C(F)(F)F,COc1cccc(S(=O)(=O)/N=C(\[O-])CS[C@@H]2CCCC[NH+]2C)c1,CC(C)(C)c1nc(C(=O)N2CCN(c3ncccc3Br)CC2)no1,CCc1ccc(NC(=O)[C@@H](NCc2cccc(S(=O)(=O)C(C)C)c2O)C(C)C)cc1,O=C(NCc1ccccc1I)N[C@H]1S/C(=N/N=C/c2ccc3c(c2)OCO3)NC1=O
C[C@@H]1CCc2n[nH]c(Nc3cccc(C(=O)[O-])c3)c2C1,COCc1ccccc1-c1csc(C=NNC(=O)[C@@H](C)c2c[nH]c3ccccc23)n1,C[C@@](O)(C[NH2+]C(=O)Nc1ccc(C(N)=O)cc1)C1[NH+]=c2ccccc2=[NH+]1,CON(C)S(=O)(=O)c1ccc(C(=O)NCc2nnc3n2CCN(c2ccncc2C)CC3)cc1,C[C@@H](Cc1cccs1)NC(=O)C(=O)N/N=C/Oc1cc[nH]c1
Cc1ccc(C(=O)NCCNC[C@H](C)C(=O)Cc2cccnc2)c(Cl)c1,CC1CCN(c2cccc(C/C(N)=N/O/C=C/[N+](=O)[O-])c2)CC1,CCCN1CCOc2ccccc2C1,O=C([O-])[C@H]1CC12CC[NH+](C(=O)c1cn(Cc3ccccc3)nc1NC[C@@H]1CCCO1)CC2,COc1ccc([C@H]2c3c(-c4nc5ccc(C)cc5s4)n[nH]c3C(=O)N2C(=O)N2CC[C@H](C)[C@@H](O)C2)o1
CC[C@H](C)NC(=O)c1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@H](C(=O)c1cc[nH]n1)N2,CCc1ccc(N)c(NC2N=NN=N2)c1,CCOc1cccc([C@@H]2C[C@@H](NCN3C[C@@H](c4ccc(C)cc4)C[C@@H]3C)C2(C)C)c1,C[C@@]1(C2CCCCC2)NC(=O)N(Cn2c(C3CC3)nc3ccccc32)C1=O,C[NH2+][C@H]1c2cc(OCC(C)C)ccc2C[C@H]1N1CCN(Cc2ccco2)CC1
Cc1cc(CC(=O)Nc2c(C)nn(-c3nc4c(Cl)cccc4s3)c2C)ccc1Br,COc1ccc(C)nc1C(=O)N1CC[NH+](C2C[C@@H](C)O[C@H](C)C2)CC1,Cc1cc(C(=O)Nc2cc(F)c(C#N)c(F)c2)cc(-c2nc3ccccc3nc2Cl)c1C,C[C@@]1(CCCCS(C)(=O)=O)NC(=O)NC1=O,COc1ccc(S(=O)(=O)NCC2=CC(c3ccccc3)=NS(=O)(=O)N2C)cc1O
O=C(Cc1cccs1)n1cc(-c2ccsc2)c(=O)n(-c2ccccc2)c1=O,CC(=O)Oc1ncccc1C1SCCS1,CCCC[S@@+]([O-])CN(C)c1nc(C)c(C)s1,CN(Nc1ccccc1)C(=O)[C@@H]1CSc2nc(N3CCOCC3)cc(=O)n2C1,C[C@@H](NC(=O)c1ccc(-c2ccc(F)cc2)cc1)Nc1ccc(C(=O)N2CCCCC2)cc1
Cc1cnn(CC[C@H](C(=O)[O-])C(=O)CN2CCN(c3ccco3)CC2)c1,C[NH+](COc1ccc(F)c(F)c1F)CC(=O)Nc1ccc(C(=O)[O-])cc1,Cc1nc(NCc2cccc(CCn3cnnc3)[nH+]2)sc1N(C)C,C[C@@H](O)[C@@H]1Nc2ccc(S([NH-])(=O)=O)cc2[C@H]2C=CC[C@@H]12,COc1cccc(C(=O)N[C@@H]2C=C[C@H](CO)C2)c1
CC(C)Cn1nccc1NC(=O)Cc1ccc(C#N)cc1,N#Cc1ccc(Sc2cc(F)cc(Br)c2)nc1,COc1ccc2c(c1)[C@@H]([C@@H](Cc1ccc(F)cc1)C1CCCCC1)CCC2,Cc1ccc(O[C@H](C)C(=O)NNC(=O)[C@@H](C)[C@@H]2CCCCO2)cc1,C[C@H](NC(=O)Cc1csc2ccccc12)[C@H](C)C(=O)[O-]
Cn1cccc(NC(=O)N2CC[C@@H](S(=O)(=O)c3ccc(N4CCOC4=O)cc3)C2)c1=O,CN(Cc1cccc([N+](=O)[O-])c1)C(=O)c1scnc1-c1ccco1,C[C@@H]1CCC[C@@H](SCCCS(C)(=O)=O)C1,CCc1ccc(NC(=O)c2cc3ccc(OC)cc3oc2=O)cc1,C#CCn1cc(C(=O)NC[C@@](O)(c2ccccc2O)n2cnnn2)cn1
Cc1ncc(-c2[nH+]c3c(cc2C2CCC(C)CC2)COC(C)(C)C3)[nH]1,COC(=O)NC(C)(C)c1ccccc1I,C[C@@H](NC(=O)c1ccc(N[C@H](C#N)c2ccc(Cl)cc2)cc1Cl)c1ccc(O)cc1,O=C(C[C@@]1(C(=O)[O-])CCOC1)c1cccs1,CO[C@H]1CN(C(=O)Nc2ccccc2)CCO1
O=C(Cc1ccccc1)NC(=S)Nc1ccc(C(=O)NC2CCN(C(=O)c3ccccc3)CC2)cc1,CO[C@H]1CCC[C@@H]1N(C)Cc1cccc(N)c1,CCOC(=O)c1ccc(C2CCN(C(=O)[C@H](CC)Nc3ccc(C)c(C)c3)CC2)o1,O=C(NCc1ccn[nH]1)c1cccc(-n2cccc2)c1,CC(C)(CO)NC(=O)NCc1nc2ccccc2n1S(=O)(=O)N1CCOCC1
N#CCNC(=O)c1ccc2c(c1)[C@H]1C=CC[C@H]1[C@@H]([C@@H]1[NH+]=c3ccccc3=[NH+]C1=O)N2,O=C([O-])c1ccc2c(c1)NC(=O)[C@H](Cc1ccccc1Oc1csc(I)c1)CS2,CC[C@H](C)C(=O)N[C@@H]1CCCC[C@H]1NC[NH+]1CCC[C@H]1C,Cc1nn(-c2ccccc2)c(CN2CCc3[nH]c4ccccc4c3C2)c1[N+](=O)[O-],Cc1cnn(-c2ccccc2)c1[C@@H](C)C(=O)NC(C)(C)C
Cn1nc(CSc2nnc([C@@H]3CC(=O)NC4=NC(NC(=O)c5ccccc5)=NC(=O)[C@@H]43)n2C)cc1C1CCOCC1,CCCn1c(=O)c2sccc2n2c(SCC(=O)c3ccc(F)c(C)c3)nnc12,CCC/C=C/c1cnc(NC2CCC(C)CC2)o1,C[C@H](CNC(=O)NCc1n[nH]c(N)c1-n1cccn1)c1nc(-c2ccccc2)ns1,N/C(=N/O)c1cccc(OCc2c(F)cccc2F)c1
CCC[C@@H](O)Cn1cc(C(=O)c2c(F)ccc(N)c2F)cn1,Cc1cnc(CN2C[C@]3(CCCN(NC(=O)CCl)C3)CCC2=O)cn1,COc1cccc(NC(=O)c2cnc3ccccc3c2[C@@H]2C=C(n3cccc3)N=N2)c1,CC[C@H](C)n1cc(Cl)c(C(=O)[O-])n1,CCNC(=O)C(C#N)=CCC(=O)NNC(=O)[C@H](C)OC
C[C@@H](CSCc1noc(CN2CCCCC2)n1)N(C)C(=O)c1cccc(CN2CCN(C(=O)c3cn4cccnc4n3)CC2)c1,CS(=O)(=O)NC(=O)c1cccnc1Oc1ccccc1NCc1cc2c(s1)CCC2,Cc1nc(CN2CC[NH+](CCS(=O)(=O)N3CCN(CCC#N)CC3)CC2)no1,COCC(=O)N(Cc1cc(=O)n2ccccc2[nH+]1)c1ncccn1,C[C@@H](c1csc(S(=O)(=O)N(C)c2cccnc2)n1)c1nc(CCCc2cccnc2)no1
O=C(NCNC(=O)c1ccc(=O)n(-c2ccco2)n1)c1cccnc1,Cc1occc1Nc1oc(CSC(C)(C)C)nc1-c1ccccn1,O=C(CCNc1cccc(NCc2ccccc2)c1)N1CCN(C(=O)N2CCN(c3nc(-c4cc5ccccc5[nH]4)no3)CC2)CC1,COCC(=O)Nc1cccc(-c2nnn(CC(=O)Nc3cccc(-c4ncc(C)s4)c3)n2)c1,CC(=O)[C@@H](C)Nc1nnc([NH2+]CC(N)=O)s1
C=CCCCNc1ccc([S@@+]([O-])CC)c(N)c1,Cc1nnnn1C1=C(c2cnc3ccccc3c2)C[C@@](C)(O)[C@H](C#N)[C@@H]1N1CCOCC1,COc1ccc2c([C@@H]3CSCCC3(C)C)cc(=O)oc2c1,O=C(Nc1ccc2c(c1)OCO2)ON1CCC2(CC1)C[C@@H]2C(=O)COC(=O)[C@H]1COc2ccccc2O1,Cc1nc(C)c(C(=O)c2cn(Cc3c(Cl)nc4sccn34)c3ccccc23)s1
Cc1nc(N)ncc1C(=O)NCc1ccnc(NCc2ccccc2Oc2ccc(F)c(F)c2)c1,C[C@@H]1CN(C(C)(C)C#N)[C@H](C)CO1,Cc1cc(N2CCCC[C@H]2C)c(NC(=O)CN[C@H]2CC(C)(C)OC2(C)C)s1,Cc1ccc(O)c([C@H](C)SCCSc2ncoc2C2CC2)c1,Cc1ccc(Nc2nc3ccc(C(=O)N(C)Cc4ccccc4Cl)cc3s2)cc1
